Date,Slope,R-Value
2010-03-27,0.0079854767271522239,0.0091635794208504186
2010-03-28,0.11528366130241144,0.14323269861221352
2010-03-29,-0.33866447012383999,-0.08850384261153782
2010-03-30,nan,nan
2010-03-31,nan,nan
2010-04-03,nan,nan
2010-04-04,nan,nan
2010-04-06,nan,nan
2010-04-09,nan,nan
2010-04-10,nan,nan
2010-04-11,nan,nan
2010-04-14,nan,nan
2010-04-15,nan,nan
2010-04-18,nan,nan
2010-04-21,nan,nan
2010-04-23,nan,nan
2010-04-27,nan,0.0
2010-05-02,nan,nan
2010-05-03,nan,nan
2010-05-05,nan,nan
2010-05-06,nan,nan
2010-05-07,nan,nan
2010-05-08,nan,nan
2010-05-09,nan,0.0
2010-05-10,nan,nan
2010-05-11,nan,nan
2010-05-12,nan,nan
2010-05-14,nan,nan
2010-05-15,nan,nan
2010-05-16,nan,nan
2010-05-18,nan,nan
2010-05-20,nan,nan
2010-05-22,nan,nan
2010-05-23,nan,nan
2010-05-28,nan,nan
2010-06-05,nan,nan
2010-06-06,nan,nan
2010-06-07,nan,nan
2010-06-09,nan,nan
2010-06-10,nan,nan
2010-06-12,nan,nan
2010-06-14,nan,nan
2010-06-15,nan,nan
2010-06-17,nan,nan
2010-06-19,nan,nan
2010-06-20,nan,nan
2010-06-21,nan,nan
2010-06-24,nan,nan
2010-06-26,nan,0.0
2010-06-28,nan,nan
2010-07-02,nan,nan
2010-07-03,nan,nan
2010-07-04,nan,nan
2010-07-05,nan,nan
2010-07-08,nan,nan
2010-07-10,nan,nan
2010-07-11,nan,nan
2010-07-12,nan,nan
2010-07-13,nan,nan
2010-07-15,nan,nan
2010-07-17,nan,nan
2010-07-18,nan,nan
2010-07-19,nan,nan
2010-07-20,nan,nan
2010-07-24,nan,nan
2010-07-28,nan,nan
2010-07-30,nan,nan
2010-08-01,nan,nan
2010-08-02,nan,nan
2010-08-03,-0.80992124235418261,-0.50928966051317481
2010-08-04,-1.1117216912515033,-0.42020264227475473
2010-08-05,nan,nan
2010-08-06,nan,nan
2010-08-07,nan,nan
2010-08-08,-0.88843164031030741,-0.25497963394980616
2010-08-09,-0.49384606496667005,-0.20557129516457512
2010-08-10,-0.70489447209432288,-0.18509962752667342
2010-08-11,nan,nan
2010-08-12,nan,nan
2010-08-13,nan,nan
2010-08-14,nan,nan
2010-08-15,nan,nan
2010-08-16,-0.44398309112284023,-0.10698623617980299
2010-08-17,nan,nan
2010-08-18,-0.37057283874808472,-0.21861907308561437
2010-08-19,-0.27635701499125193,-0.24834821783086139
2010-08-20,nan,nan
2010-08-21,nan,nan
2010-08-22,nan,nan
2010-08-23,nan,nan
2010-08-24,nan,nan
2010-08-25,nan,nan
2010-08-26,nan,nan
2010-08-27,nan,nan
2010-08-28,-0.38318257902412073,-0.12729041155056711
2010-08-29,nan,nan
2010-08-30,nan,nan
2010-08-31,nan,nan
2010-09-01,nan,nan
2010-09-02,nan,nan
2010-09-03,0.98913626616737105,0.43883049658226836
2010-09-04,nan,nan
2010-09-05,nan,nan
2010-09-06,-0.36381718712270711,-0.30923603354075085
2010-09-07,nan,nan
2010-09-08,nan,nan
2010-09-09,nan,nan
2010-09-10,nan,nan
2010-09-11,nan,nan
2010-09-12,nan,nan
2010-09-13,nan,nan
2010-09-14,nan,nan
2010-09-15,nan,nan
2010-09-16,-0.6831310051621462,-0.3962128017979456
2010-09-17,nan,nan
2010-09-18,nan,nan
2010-09-19,nan,nan
2010-09-20,nan,nan
2010-09-21,nan,nan
2010-09-22,nan,nan
2010-09-23,1.87449873944741,0.54758503945121706
2010-09-24,-2.2287662165257123,-0.47456597048070276
2010-09-25,nan,nan
2010-09-26,nan,nan
2010-09-27,nan,nan
2010-09-28,nan,nan
2010-09-29,-0.64383210461971618,-0.36726411254939051
2010-09-30,0.97246835443037993,0.47122595706331083
2010-10-01,nan,nan
2010-10-02,nan,nan
2010-10-03,nan,nan
2010-10-04,-0.33470739315181713,-0.47534023550861226
2010-10-05,nan,nan
2010-10-06,nan,nan
2010-10-07,-0.51874017626916924,-0.38060832142125417
2010-10-08,nan,nan
2010-10-09,0.92693791466081299,0.57397551759794574
2010-10-10,-0.57529632219512494,-0.25406357000227309
2010-10-11,-0.14062938358027971,-0.046937833356484195
2010-10-12,nan,nan
2010-10-13,nan,nan
2010-10-14,-0.047329220293149996,-0.016932137480542002
2010-10-15,-0.08412426355678998,-0.17177939308438273
2010-10-16,-0.24475629431375764,-0.38645774401944988
2010-10-17,-1.2940625423305596,-0.51256439905359019
2010-10-18,nan,nan
2010-10-19,-0.54638066646338368,-0.20648739667780847
2010-10-20,-0.3363023296002266,-0.32228302271977627
2010-10-21,0.82186659674868823,0.26004897126691118
2010-10-22,-0.011279041120834691,-0.011102880998962792
2010-10-23,-1.1483878672326124,-0.34680955372632238
2010-10-24,0.86852067732969518,0.25308994246543992
2010-10-25,0.87757587986095265,0.32700344268657944
2010-10-26,-0.47075747272724633,-0.39663237333844142
2010-10-27,-0.19740727779434608,-0.24181002386102338
2010-10-28,nan,nan
2010-10-29,nan,nan
2010-10-30,-0.372902861290696,-0.19846605076197529
2010-10-31,0.61192775434739954,0.34865652316367729
2010-11-01,-0.20852542692798395,-0.12689788326978327
2010-11-02,nan,nan
2010-11-03,0.84487847129557958,0.40257950973168088
2010-11-04,0.12486747866635321,0.090107348565724721
2010-11-05,-0.73218281759155435,-0.39376772390946541
2010-11-06,0.59991307188174403,0.45278130168191472
2010-11-07,-0.18255446637213046,-0.11235282430857667
2010-11-08,nan,nan
2010-11-09,0.13830195004654922,0.15786174086351115
2010-11-10,nan,nan
2010-11-11,-0.010115045886984175,-0.0059500403829790558
2010-11-12,-0.43354525022562218,-0.22399710274620629
2010-11-13,nan,nan
2010-11-14,nan,nan
2010-11-15,nan,nan
2010-11-16,nan,nan
2010-11-17,-0.14013549913478737,-0.16032445454077762
2010-11-18,0.098718074743586404,0.087501004213467695
2010-11-19,0.094381722090184056,0.11554127493914979
2010-11-20,-1.9932380678367065,-0.73427033598018177
2010-11-21,0.63906990307520406,0.46489240773993717
2010-11-22,-1.381275441751306,-0.5567673393068332
2010-11-23,0.50773586178861418,0.21081984936971412
2010-11-24,0.23409995314238025,0.31967746958770787
2010-11-25,-0.041998073482867652,-0.026266438238845193
2010-11-26,1.1621851360964717,0.47766314639107749
2010-11-27,0.01479221095163042,0.040191738614708081
2010-11-28,-0.32668968222180012,-0.14080283736007429
2010-11-29,nan,nan
2010-11-30,nan,nan
2010-12-01,0.51923366769244206,0.49422126855220022
2010-12-02,0.30083458949230613,0.33409529930101661
2010-12-03,-0.26752476329298158,-0.30000064563131673
2010-12-04,1.0083314482875154,0.62226684109324693
2010-12-05,0.53564943330552606,0.41599506450420887
2010-12-06,nan,nan
2010-12-07,-0.073443210212496834,-0.081509842043406389
2010-12-08,1.6837881860143344,0.48450573013543624
2010-12-09,-0.21689148279610784,-0.11694606806463495
2010-12-10,nan,nan
2010-12-11,-2.1699518828338906,-0.57834038141502286
2010-12-12,-0.24529806202385543,-0.040076938742397566
2010-12-13,nan,nan
2010-12-14,-0.1306424948863795,-0.20741759234841833
2010-12-15,-0.37546868871747929,-0.53398219672715586
2010-12-16,0.0042669849591885321,0.0023569463121279528
2010-12-17,0.55510703450647747,0.40903505285334452
2010-12-18,-1.1103085834534385,-0.48551585301597655
2010-12-19,2.3019965221218532,0.52515680732353909
2010-12-20,-0.088272741834347718,-0.062388139913114635
2010-12-21,0.21518486975622286,0.26255797444809825
2010-12-22,nan,nan
2010-12-23,nan,nan
2010-12-24,nan,nan
2010-12-25,-0.38617185303154478,-0.37719867856826128
2010-12-26,0.47060459074900668,0.54157593542991156
2010-12-27,nan,nan
2010-12-28,-0.29521369704483741,-0.088313646916533414
2010-12-29,-1.1073200314699072,-0.36397861764030665
2010-12-30,0.23940051578505001,0.10766780905241075
2010-12-31,0.76993854196100597,0.28353554166664768
2011-01-01,1.8937932131648496,0.39873480557547253
2011-01-02,0.20111441480306541,0.048763860597853106
2011-01-03,0.31499454340980171,0.17519980141351305
2011-01-04,-0.93284428322874469,-0.36932571023485378
2011-01-05,0.50814713492686658,0.37973830484689314
2011-01-06,-0.39881765849224332,-0.385233481008389
2011-01-07,0.41079533415685154,0.28291503690430425
2011-01-08,0.07757704896039963,0.057420099657199151
2011-01-09,-0.27670802740615846,-0.28935828553152115
2011-01-10,0.04989988826719334,0.06926180691808452
2011-01-11,0.07294930953267155,0.044069251780939685
2011-01-12,nan,nan
2011-01-13,-0.16083725286584005,-0.18671798839887296
2011-01-14,-0.040827526734359174,-0.03318294703034836
2011-01-15,1.1649263002383907,0.54090330608982151
2011-01-16,0.71052942135467512,0.29538414794572254
2011-01-17,-0.003383520854684107,-0.0030583025213073889
2011-01-18,-0.4622060035379062,-0.36767275204037003
2011-01-19,-0.8875668641704042,-0.52060055822165463
2011-01-20,0.80211107760325873,0.58606756387802861
2011-01-21,-0.64222181507880471,-0.42273384060542674
2011-01-22,0.075380647864459804,0.021045056019565467
2011-01-23,0.50251987585696367,0.26834445790528566
2011-01-24,-0.32685643335001208,-0.23659217758798973
2011-01-25,-0.41744846017170706,-0.090343350975627373
2011-01-26,2.0620107954540945,0.52559541066905524
2011-01-27,nan,nan
2011-01-28,-0.3890157044916015,-0.15671182625238131
2011-01-29,1.7167771444726603,0.45812296289200055
2011-01-30,0.49834339914298686,0.22606694988365406
2011-01-31,0.11319737714408808,0.07218545121150631
2011-02-01,-0.51129361148050767,-0.42767084485991136
2011-02-02,-0.54607088383960278,-0.18302861709166426
2011-02-03,0.32059885667341087,0.45507964712181381
2011-02-04,-0.24506813271806732,-0.14244787647075241
2011-02-05,1.0932432843232267,0.30908284899956917
2011-02-06,-0.3022942830753112,-0.13667753447803624
2011-02-07,0.54726677788034472,0.3158364994048109
2011-02-08,1.9945151510565151,0.55009442993922486
2011-02-09,-0.2748477624467317,-0.18462845098209671
2011-02-10,-0.049790951676377433,-0.049347618316092197
2011-02-11,0.11275309877951273,0.091486568839111104
2011-02-12,1.0785499822183249,0.42949272121247217
2011-02-13,0.038264781970063055,0.032888068363016214
2011-02-14,-0.36743698998617896,-0.32773090839986602
2011-02-15,0.38608462707618246,0.4723772348042905
2011-02-16,0.15443403360877439,0.070446243145511775
2011-02-17,-1.6076299913404559,-0.19739268159208112
2011-02-18,1.3324650812941596,0.14757243900242678
2011-02-19,-0.87034713842215494,-0.4703757894572127
2011-02-20,0.075894135933782164,0.078400753577993545
2011-02-21,-0.36158346704923144,-0.2185617524211845
2011-02-22,-0.1986305781332065,-0.16867780918743774
2011-02-23,0.12904962761998517,0.049568959240653861
2011-02-24,1.84269385811236,0.33528225319957311
2011-02-25,-0.61053867682765461,-0.34489803277662656
2011-02-26,-0.3072397025840673,-0.21010529815880449
2011-02-27,0.1204339341646026,0.047327403545337488
2011-02-28,-0.89221085117656362,-0.39155008574531502
2011-03-01,0.52770350282211054,0.35218269182851819
2011-03-02,-0.096919985119285651,-0.068283834140289365
2011-03-03,0.38394027483476317,0.44115780472618399
2011-03-04,0.89863697458740821,0.57874064528281488
2011-03-05,0.49910574688113285,0.53729197842061927
2011-03-06,0.49283633663042858,0.23702637640644419
2011-03-07,-0.14634776112205511,-0.15064094768712546
2011-03-08,nan,nan
2011-03-09,nan,nan
2011-03-10,-0.21848503279868381,-0.092357017351987897
2011-03-11,-1.4176272178757621,-0.53853607185157859
2011-03-12,0.060004561510844982,0.044609124277952203
2011-03-13,nan,nan
2011-03-14,0.38838797868493524,0.24937099394567813
2011-03-15,0.15921900912331988,0.059334163553558042
2011-03-16,0.32077934060778346,0.1918529748084537
2011-03-17,0.7189309338499712,0.25619726026152734
2011-03-18,0.44454539250820663,0.18917636316448594
2011-03-19,-0.0748969143126854,-0.056074130371930229
2011-03-20,0.41122225652687566,0.23971728492381525
2011-03-21,0.0097095301844858668,0.0016029120295521127
2011-03-22,-0.12057487464741309,-0.097058162225233724
2011-03-23,-0.48345777622015534,-0.21606964560578673
2011-03-24,0.23222663158181139,0.12231326359629531
2011-03-25,0.51440955459468529,0.39402702014118957
2011-03-26,0.16999050513150302,0.087628624198922936
2011-03-27,0.47879516951924772,0.32972151559076979
2011-03-28,0.24269061063569139,0.24409130209089239
2011-03-29,0.17645719294664619,0.14106892112062908
2011-03-30,-0.19938145098185345,-0.13005691076095685
2011-03-31,0.057997638915266388,0.029578746129463811
2011-04-01,-0.66369357904645754,-0.44831110500202276
2011-04-02,-0.34132291007184334,-0.18083985424028159
2011-04-03,0.43539093088420389,0.32236717664620596
2011-04-04,-0.18990210620730333,-0.048307515065935662
2011-04-05,nan,nan
2011-04-06,-0.23515853778641541,-0.14592225210319271
2011-04-07,0.047608778274886743,0.025125233880586195
2011-04-08,1.6718085641961418,0.39106449212903976
2011-04-09,3.2196446787584239,0.6716210147395999
2011-04-10,1.449617165824111,0.53175103976152394
2011-04-11,-0.16911003170026076,-0.059243010965063056
2011-04-12,0.30506678870383036,0.12986670569813258
2011-04-13,0.31269880215503404,0.14184974237548245
2011-04-14,-0.33105463418421099,-0.1087664843104835
2011-04-15,-0.27885878482304033,-0.18467116639353207
2011-04-16,nan,nan
2011-04-17,-0.037950154063423031,-0.011436627199984792
2011-04-18,0.43246059330325465,0.16340693952765936
2011-04-19,0.86086448201371524,0.33863258770029814
2011-04-20,-0.46735767441515358,-0.080024441369863322
2011-04-21,0.19919573679215796,0.15088047610899666
2011-04-22,nan,nan
2011-04-23,-1.8574949192138117,-0.25585052816575415
2011-04-24,-0.88130056085724684,-0.19269023968599269
2011-04-25,-0.22210903308475122,-0.10390806997043504
2011-04-26,-0.062009153151160623,-0.020055352534239283
2011-04-27,0.081208446828666972,0.082579229739400087
2011-04-28,nan,nan
2011-04-29,nan,nan
2011-04-30,0.12216132394140228,0.04732389906366636
2011-05-01,0.59535718958494743,0.25816432505365638
2011-05-02,0.74469082147189036,0.1669633504286594
2011-05-03,-0.59472843516861329,-0.55493102921628701
2011-05-04,nan,nan
2011-05-05,nan,nan
2011-05-06,-0.17460204533460452,-0.10398986703609919
2011-05-07,nan,nan
2011-05-08,-0.14468363802038811,-0.047541072925393592
2011-05-09,nan,nan
2011-05-10,0.013710815633191957,0.020238201129872853
2011-05-11,nan,nan
2011-05-12,-0.09961942784472147,-0.07158524453942712
2011-05-13,-0.41318459987918527,-0.42628128403826326
2011-05-14,0.2480744497019321,0.2611964961800724
2011-05-15,-2.970085766786545,-0.50718038480569316
2011-05-16,nan,nan
2011-05-17,nan,nan
2011-05-18,nan,nan
2011-05-19,-0.33370195970505395,-0.11062399993197521
2011-05-20,1.0849130746155136,0.45931230453133587
2011-05-21,-0.033602116965483625,-0.0049982569342191981
2011-05-22,-0.084005574781201464,-0.022088875498216681
2011-05-23,nan,nan
2011-05-24,2.3744703281546675,0.58890214431610399
2011-05-25,nan,nan
2011-05-26,-0.83793025467207616,-0.30360934373334958
2011-05-27,0.94986130753585074,0.23695037717037817
2011-05-28,0.79509205527708637,0.45255312374459827
2011-05-29,-0.093786299323854933,-0.04791089797321943
2011-05-30,-0.0041233896127219226,-0.0016312270485322644
2011-05-31,-0.28267742938035334,-0.14386730842569687
2011-06-01,-3.7211139781119309,-0.51433869184360415
2011-06-02,nan,nan
2011-06-03,nan,nan
2011-06-04,nan,nan
2011-06-05,nan,nan
2011-06-06,0.1050680870038936,0.026044242494073003
2011-06-07,-0.59632040961751809,-0.11605625725942947
2011-06-08,1.0006749753145547,0.34430355371933774
2011-06-09,0.44642951260905767,0.070831323998200219
2011-06-10,-0.042030739250691666,-0.01897705800116626
2011-06-11,nan,nan
2011-06-12,nan,nan
2011-06-13,nan,nan
2011-06-14,nan,nan
2011-06-15,nan,nan
2011-06-16,nan,nan
2011-06-17,nan,nan
2011-06-18,-0.45587687882911027,-0.21403743633587655
2011-06-19,-0.060622331161021462,-0.021167118364943685
2011-06-20,0.78985802564443208,0.37931181209238529
2011-06-21,-0.54659839157997892,-0.40066193196437444
2011-06-22,-1.0220544221565184,-0.39862786552321278
2011-06-23,nan,nan
2011-06-24,-0.9534497192756306,-0.52979824771532802
2011-06-25,-1.0311034248363675,-0.27989805428873332
2011-06-26,-0.38612604677945273,-0.21755037934565646
2011-06-27,-0.40983849776840525,-0.15225483232528134
2011-06-28,1.2125914185197357,0.45733614628913566
2011-06-29,nan,nan
2011-06-30,0.24298641357262651,0.22249633203624894
2011-07-01,0.12018748586761001,0.16471971107665201
2011-07-02,0.82518250818110606,0.31666132948830134
2011-07-03,2.5310566296773604,0.34489671008540163
2011-07-04,0.72317833941414877,0.20607221408422957
2011-07-05,0.18065591366672762,0.038964396193100798
2011-07-06,0.15925360564491065,0.056923918854829392
2011-07-07,0.17079231800504979,0.071967213637698327
2011-07-08,1.0102785688077385,0.20946095094197589
2011-07-09,nan,nan
2011-07-10,nan,nan
2011-07-11,-1.0893979189817153,-0.48059836024724445
2011-07-12,nan,nan
2011-07-13,nan,nan
2011-07-14,nan,nan
2011-07-15,nan,nan
2011-07-16,nan,nan
2011-07-17,nan,nan
2011-07-18,nan,nan
2011-07-19,nan,nan
2011-07-20,nan,nan
2011-07-21,nan,nan
2011-07-22,nan,nan
2011-07-23,nan,nan
2011-07-24,nan,nan
2011-07-25,nan,nan
2011-07-26,nan,nan
2011-07-27,nan,nan
2011-07-28,nan,nan
2011-07-29,nan,nan
2011-07-30,nan,nan
2011-07-31,nan,nan
2011-08-01,nan,nan
2011-08-02,nan,nan
2011-08-03,nan,nan
2011-08-04,nan,nan
2011-08-05,nan,nan
2011-08-06,nan,nan
2011-08-07,nan,nan
2011-08-08,nan,nan
2011-08-09,nan,nan
2011-08-10,-0.9981250334891284,-0.46561471751129846
2011-08-11,nan,nan
2011-08-12,nan,nan
2011-08-13,-0.28510184314331027,-0.1558876729583675
2011-08-14,nan,nan
2011-08-15,nan,nan
2011-08-16,nan,nan
2011-08-17,-0.17078096154567701,-0.077490047193054731
2011-08-18,0.12410385071525561,0.061068259140635295
2011-08-19,-0.36590944765746247,-0.29727112470157985
2011-08-20,-0.59732049528266695,-0.22945935313700486
2011-08-21,1.3406171125672826,0.22499353956609644
2011-08-22,nan,nan
2011-08-23,nan,nan
2011-08-24,0.26488593588309634,0.30565259980829274
2011-08-25,nan,nan
2011-08-26,0.099118334836337266,0.067137959963351188
2011-08-27,nan,nan
2011-08-28,nan,nan
2011-08-29,-0.087132873348831699,-0.12785106559726192
2011-08-30,nan,nan
2011-08-31,1.7103266103846593,0.66886029625487275
2011-09-01,nan,nan
2011-09-02,-0.35812689035683481,-0.29666850109566451
2011-09-03,nan,nan
2011-09-04,0.20392374651346448,0.069708438412835083
2011-09-05,0.87363335460682723,0.40372113680216709
2011-09-06,nan,nan
2011-09-07,nan,nan
2011-09-08,nan,nan
2011-09-09,nan,nan
2011-09-10,nan,nan
2011-09-11,nan,nan
2011-09-12,-1.1613004247536767,-0.49871956665452866
2011-09-13,0.81483622211832796,0.42045495294776986
2011-09-14,-0.19787777947464583,-0.097324094734465239
2011-09-15,nan,nan
2011-09-16,nan,nan
2011-09-17,nan,nan
2011-09-18,nan,nan
2011-09-19,nan,nan
2011-09-20,nan,nan
2011-09-21,nan,nan
2011-09-22,-0.2903144887882102,-0.11135017177225062
2011-09-23,nan,nan
2011-09-24,nan,nan
2011-09-25,nan,nan
2011-09-26,-0.31342475545720705,-0.090786863116121871
2011-09-27,nan,nan
2011-09-28,nan,nan
2011-09-29,nan,nan
2011-09-30,nan,nan
2011-10-01,nan,nan
2011-10-02,nan,nan
2011-10-03,nan,nan
2011-10-04,nan,nan
2011-10-05,nan,nan
2011-10-06,nan,nan
2011-10-07,nan,nan
2011-10-08,-0.3227819364605064,-0.18406012716636819
2011-10-09,0.2334960249997044,0.14579552850867347
2011-10-10,0.58857702707174431,0.24554842523051673
2011-10-11,nan,nan
2011-10-12,-0.21957055539442499,-0.251894388038299
2011-10-13,nan,nan
2011-10-14,nan,nan
2011-10-15,0.086585408955425852,0.051315418439902075
2011-10-16,0.12574455899198181,0.11115350627746515
2011-10-17,-0.10636306739820341,-0.078314470037062295
2011-10-18,nan,nan
2011-10-19,nan,nan
2011-10-20,-0.023098238688126174,-0.018053973220445208
2011-10-21,-0.47542336499999793,-0.58165713074333891
2011-10-22,0.21562334599979108,0.18828792546170087
2011-10-23,-0.046296462072580528,-0.015118552800507369
2011-10-24,nan,nan
2011-10-25,nan,nan
2011-10-26,-0.69357267485317398,-0.40823591209028803
2011-10-27,1.522054495893566,0.46501998205186668
2011-10-28,-0.17471721639996438,-0.18888805552707433
2011-10-29,0.27090488968358767,0.39920693381178962
2011-10-30,-0.14280609697598612,-0.048798831424262293
2011-10-31,-0.23761210485331688,-0.044310219870831627
2011-11-01,-0.11106783788258842,-0.054692549042793533
2011-11-02,-0.24235065633214536,-0.072137391656639058
2011-11-03,-0.49129215793915171,-0.29431385225334178
2011-11-04,3.4184361347922962,0.80255885749007627
2011-11-05,-0.11401086406732067,-0.038172908200514187
2011-11-06,0.75488163929521079,0.20022522790077085
2011-11-07,-0.54075631049122974,-0.31576922653833833
2011-11-08,0.74625297650488831,0.23450346217922896
2011-11-09,1.4862819099758489,0.14326502638533584
2011-11-10,0.73481888640040705,0.13301478749942389
2011-11-11,0.11710981689545809,0.12750086485176054
2011-11-12,-0.086468568712447846,-0.062080334888595046
2011-11-13,1.1374277199588316,0.36805217759126391
2011-11-14,-1.0777361238145671,-0.2119287311035935
2011-11-15,-0.039367754218786667,-0.015537993576958285
2011-11-16,-0.19686064863710237,-0.10796873247948682
2011-11-17,0.034011745578818219,0.040648632402185768
2011-11-18,0.24010742263743173,0.16739857896654248
2011-11-19,1.3184437315500412,0.44399975785824963
2011-11-20,0.020195860803913404,0.012424317757406539
2011-11-21,2.1042680253443833,0.75049761652115654
2011-11-22,nan,nan
2011-11-23,nan,nan
2011-11-24,0.10181404083707543,0.081029747779102587
2011-11-25,0.25948551447349721,0.19572227623924557
2011-11-26,-0.032609954792608045,-0.014899687237023703
2011-11-27,1.2660539381160607,0.18825486383312928
2011-11-28,-0.85914114450530532,-0.33900954817031159
2011-11-29,0.70556496415460623,0.34618332086853937
2011-11-30,-0.20672070894799108,-0.18693002236116865
2011-12-01,-0.073874353191846973,-0.070792685331680913
2011-12-02,-0.65495973261164075,-0.36629187360663795
2011-12-03,-0.65260307183929489,-0.38815858410315873
2011-12-04,1.1521708543545381,0.23653698197038178
2011-12-05,-2.3859871978414176,-0.30699076031876021
2011-12-06,nan,nan
2011-12-07,nan,nan
2011-12-08,-0.3844367290675279,-0.16539870706625254
2011-12-09,-0.00013476378970465398,-9.969452796148288e-05
2011-12-10,1.1653249099088305,0.64538050399420532
2011-12-11,0.47827635323897455,0.24004173746146962
2011-12-12,-0.13519341960546286,-0.098875823548150055
2011-12-13,0.47778879939971608,0.28232615990044446
2011-12-14,-0.46502880929401019,-0.14640775696815064
2011-12-15,-1.010797661288851,-0.59962010612489869
2011-12-16,0.78778529271576125,0.43302960160212206
2011-12-17,nan,nan
2011-12-18,0.35873563098022376,0.07090455028475981
2011-12-19,0.51815483787687189,0.2662338047972761
2011-12-20,1.1825844422353646,0.55514643419620902
2011-12-21,-0.85767404762307586,-0.35820501281996914
2011-12-22,-0.017255577677384316,-0.013366038399292809
2011-12-23,0.84556261722987214,0.43214943570769526
2011-12-24,0.04587378679172284,0.022436057587375449
2011-12-25,1.10601898675513,0.50166643947537315
2011-12-26,0.12355732621885947,0.07982576200454515
2011-12-27,0.89064369668111631,0.49548015084055508
2011-12-28,0.15101427978863505,0.19999975554204483
2011-12-29,nan,nan
2011-12-30,0.5850492569781599,0.22875221202171817
2011-12-31,0.45482460330302954,0.092431920532139666
2012-01-01,0.026681286994027522,0.023372583029866049
2012-01-02,-0.72078117124994701,-0.44904538574126318
2012-01-03,-0.19674379116125976,-0.22529570516626776
2012-01-04,-0.32541450782717823,-0.2129076901930094
2012-01-05,-0.10404400780330057,-0.13118835372564089
2012-01-06,-0.17986118762413159,-0.11594478106441103
2012-01-07,0.25022429178658195,0.12369633372964442
2012-01-08,0.020367353787547383,0.017304815205350252
2012-01-09,-0.0012842795308632264,-0.00094204387838129288
2012-01-10,-0.42466393036998251,-0.20965064197185881
2012-01-11,-0.56833281668908808,-0.19503033327060648
2012-01-12,-0.58562973311442723,-0.23498639630628598
2012-01-13,-0.028138561193646189,-0.015525795444730503
2012-01-14,-0.1679806276967297,-0.13997666129615668
2012-01-15,nan,nan
2012-01-16,-0.043236157930574115,-0.013650440706512878
2012-01-17,nan,nan
2012-01-18,nan,nan
2012-01-19,0.18252815948311463,0.18414484148178667
2012-01-20,-0.49210523259025202,-0.2487162831943707
2012-01-21,nan,nan
2012-01-22,nan,nan
2012-01-23,-0.74293792319660512,-0.24231566591172743
2012-01-24,-0.16902923702367834,-0.1176828703479386
2012-01-25,nan,nan
2012-01-26,-0.23892281250873257,-0.069545084325699891
2012-01-27,0.145610931378821,0.036114103067944318
2012-01-28,nan,nan
